"Package";"Item";"Title"
"idem";"abc";"Example dataset"
"idendr0";"hca5000";"idendro demo data"
"idm";"enron";"enron data set"
"idm";"tweet";"twitter data set"
"idm";"women";"women data set"
"IDPmisc";"MS";"Spectrum Measured by a SELDI TOF Mass Spectrometer"
"IDPSurvival";"Aids2";"Australian AIDS Survival Data"
"IDPSurvival";"aml";"Remission Times for Acute Myelogenous Leukaemia"
"idr";"salmon";"Salmon data"
"idr";"simu.idr";"Simulated data"
"IDSpatialStats";"DengueSimR01 (DengueSimulationR01)";"Simulated dataset of dengue transmission with basic reproductive number of 1"
"IDSpatialStats";"DengueSimR02 (DengueSimulationR02)";"Simulated dataset of dengue cases with basic reproductive number of 2"
"IDSpatialStats";"DengueSimRepresentative";"Simulated dataset of dengue cases with representative underlying population"
"IDTurtle";"data.comp";"Data of turtles to identify"
"IDTurtle";"data.ref";"Reference data (previous data)"
"ie2miscdata";"pmcode_00041";"00041 Weather"
"ie2miscdata";"pmcode_00067";"00067 Tide stage, code"
"ie2miscdata";"pmcode_00115";"00115 Sample treatment"
"ie2miscdata";"pmcode_01300";"01300 Oil-Grease (Severity)"
"ie2miscdata";"pmcode_01305";"01305 Detergent Suds (Severity)"
"ie2miscdata";"pmcode_01310";"01310 Gas Bubbles (Severity)"
"ie2miscdata";"pmcode_01315";"01315 Sludge: Floating (Severity)"
"ie2miscdata";"pmcode_01320";"01320 Garbage, Floating (Severity)"
"ie2miscdata";"pmcode_01325";"01325 Algae, Floating Mats (Severity)"
"ie2miscdata";"pmcode_01330";"01330 Odor, Atmospheric (Severity)"
"ie2miscdata";"pmcode_01335";"01335 Sewage Solids, Fresh, Floating (Severity)"
"ie2miscdata";"pmcode_01340";"01340 Fish, Dead (Severity)"
"ie2miscdata";"pmcode_01345";"01345 Debris, Floating (Severity)"
"ie2miscdata";"pmcode_01350";"01350 Turbidity (Severity)"
"ie2miscdata";"pmcode_01351";"01351 Streamflow (Severity)"
"ie2miscdata";"pmcode_01355";"01355 Ice Cover, Floating Or Solid (Severity)"
"ie2miscdata";"pmcode_04117";"04117 Tether Line Used For Collecting Sample (Yes=1) Codes"
"ie2miscdata";"pmcode_31678";"31678 Streptocci, Fecal, Tube Configuration"
"ie2miscdata";"pmcode_49986";"49986 Degree Of Decomposition, Soil, Code"
"ie2miscdata";"pmcode_50276";"50276 Filter Type, Code"
"ie2miscdata";"pmcode_50280";"50280 Water Samples, Code"
"ie2miscdata";"pmcode_62955";"62955 Sample Matrix, Code"
"ie2miscdata";"pmcode_71995";"71995 Water Use, Primary (Codes)"
"ie2miscdata";"pmcode_71996";"71996 Water Use, Secondary (Codes)"
"ie2miscdata";"pmcode_71997";"71997 Water Use, Tertiary (Codes)"
"ie2miscdata";"pmcode_71998";"71998 Water Use, Quaternary (Codes)"
"ie2miscdata";"pmcode_71999";"71999 Sample Purpose (Codes)"
"ie2miscdata";"pmcode_72005";"72005 Sample Source (Codes)"
"ie2miscdata";"pmcode_72006";"72006 Sampling Condition (Codes)"
"ie2miscdata";"pmcode_74200";"74200 Sample Preservation Method, (Codes)"
"ie2miscdata";"pmcode_82305";"82305 Atmospheric Deposition Type Bulk, (Codes)"
"ie2miscdata";"pmcode_82309";"82309 Contamination Source, Possible (Codes)"
"ie2miscdata";"pmcode_82398";"82398 Sampling Method (Codes)"
"ie2miscdata";"pmcode_82923";"82923 Atmospheric Deposition Type Wet, (Codes)"
"ie2miscdata";"pmcode_84060";"84060 Topography, Physiographic Setting (Codes)"
"ie2miscdata";"pmcode_84143";"84143 Well Purging Condition (Codes)"
"ie2miscdata";"pmcode_84144";"84144 Well Selection Criteria (Codes)"
"ie2miscdata";"pmcode_84145";"84145 Project Component (Codes)"
"ie2miscdata";"pmcode_84146";"84146 Land Use, Predominant, Within 200 Feet Of Well, (Codes)"
"ie2miscdata";"pmcode_84147";"84147 Land Use, Predominant, Within 0.25 Mile Of Well (Codes)"
"ie2miscdata";"pmcode_84148";"84148 Land Use, Predominant Fraction, Within 0.25 Mile Of Well (Codes)"
"ie2miscdata";"pmcode_84149";"84149 Land-Use Changes Within Last 10 Years, Within 0.25 Mile Of Well (Codes)"
"ie2miscdata";"pmcode_84164";"84164 Sampler Type, (Codes)"
"ie2miscdata";"pmcode_84171";"84171 Sample Splitter Type, Field Code"
"ie2miscdata";"pmcode_84172";"84172 Air Sampler Filter Type, Code"
"ie2miscdata";"pmcode_84173";"84173 Air Sample Trap Sorbent Type, Code"
"ie2miscdata";"pmcode_91112";"91112 Latitude/Longitude Horizontal Datum"
"ie2miscdata";"pmcode_91113";"91113 Latitude/Longitude Measurement Method"
"ie2miscdata";"pmcode_91114";"91114 Latitude/Longitude Coordinate Accuracy"
"ie2miscdata";"pmcode_99100";"99100 Blank, Type Of Solution, Fixed Value Code"
"ie2miscdata";"pmcode_99101";"99101 Blank, Source Of Solution, Fixed Value Code"
"ie2miscdata";"pmcode_99102";"99102 Blank, Type Of Sample, Fixed Value Code"
"ie2miscdata";"pmcode_99103";"99103 Reference Material, Source, Fixed Value Code"
"ie2miscdata";"pmcode_99105";"99105 Replicate, Type, Fixed Value Code"
"ie2miscdata";"pmcode_99106";"99106 Spike, Type, Fixed Value Code"
"ie2miscdata";"pmcode_99107";"99107 Spike, Source, Fixed Value Code"
"ie2miscdata";"pmcode_99111";"99111 Quality Assurance Data Type Associated With Sample, Code"
"ie2miscdata";"pmcode_99112";"99112 Sulfide, Water, Filtered, Field, milligrams Per Liter"
"ie2miscdata";"pmcode_99329";"99329 Coliphage, somatic, E. coli C-host, 2-stepenrichment presence/absence per 1 liter"
"ie2miscdata";"pmcode_99335";"99335 ColipgeF-spec, famp, 2-step,pres(1) abs(2)/ 1 L"
"ie2miscdata";"pmcode_99595";"99595 Total coliform, ColilrtPA, wtrprs/abs /1L"
"ie2miscdata";"pmcode_99596";"99596 E. coliColilrt PA, water prs/abs /1 L"
"ie2miscdata";"pmcode_99766";"99766 Entero- virus, RT pcrpres(1) abs(2) / 50 L"
"ie2miscdata";"pmcode_99767";"99767 Reo- virus, RT pcrpres(1) abs(2) / 50 L"
"ie2miscdata";"pmcode_99768";"99768 Rota virus, RT pcrpres(1) abs(2) / 50 L"
"ie2miscdata";"pmcode_99769";"99769 Hepatitis-A virus, RT pcrpres(1) abs(2) / 50 L"
"ie2miscdata";"pmcode_99770";"99770 Norwalk virus, RT pcrpres(1) abs(2) / 50 L"
"ie2miscdata";"pmcode_99771";"99771 Calici- virus, RT pcrpres(1) abs(2) / 50 L"
"ie2miscdata";"tz_codes";"Timezone (tz) codes"
"ie2miscdata";"weather_results";"Global Engineering Weather Data"
"iemiscdata";"i1";"1 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i10";"10 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i12";"12 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i15";"15 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i18";"18 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i1_50";"1 1/2 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i2";"2 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i20";"20 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i25";"25 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i3";"3 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i4";"4 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i5";"5 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i6";"6 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i7";"7 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i8";"8 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i9";"9 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i_25";"1/4 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i_50";"1/2 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"i_75";"3/4 Percent Effective Interest Table (Engineering Economy)"
"iemiscdata";"nchannel";"Manning's n for Channels"
"iemiscdata";"nmetalpipe";"Manning's n for Corrugated Metal Pipe"
"iemiscdata";"npartfull";"Manning's n for Closed Conduits Flowing Partly Full"
"iemiscdata";"pres_elect1";"Wikipedia Table of the United States of America Presidential Elections"
"iemiscdata";"r10";"10 Percent Nominal Interest Table (Engineering Economy)"
"iemiscdata";"r20";"20 Percent Nominal Interest Table (Engineering Economy)"
"iemiscdata";"r8";"8 Percent Nominal Interest Table (Engineering Economy)"
"iemisctext";"anarchy";"The Mask of Anarchy"
"iemisctext";"climate_strange";"Untitled: Climate Strange"
"iemisctext";"connect_dots";"Connect the D.O.T.S."
"iemisctext";"us_them";"Untitled: Us versus Them or People Screwing over Other People"
"iemisctext";"war_prayer";"The War Prayer"
"iemisctext";"war_racket";"War Is A Racket"
"ifa";"memory";"Memory Tests on Alzheimer and Depressed Patients"
"iFad";"Y1_mean";"The mean value used for the simulation of matrixY1"
"iFad";"Y2_mean";"The mean value used for the simulation of matrixY2"
"iFad";"label_chain";"Updated factor label configuration during the Gibbs sampling"
"iFad";"matrixL1";"The matrix representing prior belief for matrixZ1"
"iFad";"matrixL2";"The matrix representing prior belief for matrixZ2"
"iFad";"matrixPi1";"The bernoulli probability matrix for matrixZ1"
"iFad";"matrixPi2";"The bernoulli probability matrix for matrixZ2"
"iFad";"matrixPr_chain";"The updated posterior probability for matrixZ1&Z2 during Gibbs sampling"
"iFad";"matrixW1";"The factor loading matrix representing the gene-pathway association"
"iFad";"matrixW2";"The factor loading matrix representing the drug-pathway association"
"iFad";"matrixW_chain";"The updated matrixW during the Gibbs sampling"
"iFad";"matrixX";"The factor activity matrix"
"iFad";"matrixX_chain";"The updated matrixX in the Gibbs sampling process"
"iFad";"matrixY1";"The gene expression dataset"
"iFad";"matrixY2";"The drug sensitivity matrix"
"iFad";"matrixZ1";"The binary indicator matrix for matrixW1"
"iFad";"matrixZ2";"Binary indictor matrix for matrixW2"
"iFad";"matrixZ_chain";"The updated matrixZ in the Gibbs sampling process"
"iFad";"sigma1";"Covariance matrix of the noise term for the genes"
"iFad";"sigma2";"Covariance matrix of the noise term for the drugs"
"iFad";"tau_g_chain";"The updated tau_g in the Gibbs sampling process"
"IFP";"apoe";"Genetic data of APOE gene region"
"IFP";"apoe7 (apoe)";"Genetic data of APOE gene region"
"IFP";"apoeG";"Sequencing data of APOE gene region from the 1000 Genomes Project"
"IFP";"genoC (apoeG)";"Sequencing data of APOE gene region from the 1000 Genomes Project"
"IFP";"genoT (apoeG)";"Sequencing data of APOE gene region from the 1000 Genomes Project"
"ig.vancouver.2014.topcolour";"topcolour.ig.vancouver.2014";"Instagram 2014 Vancouver dataset top colour"
"IGM.MEA";"S";"example 'S' object"
"IGM.MEA";"parameters";"A list of parameters with default values that user can customize."
"igraphdata";"Koenigsberg";"Bridges of Koenigsberg from Euler's times"
"igraphdata";"UKfaculty";"Friendship network of a UK university faculty"
"igraphdata";"USairports";"US airport network, 2010 December"
"igraphdata";"enron";"Enron Email Network"
"igraphdata";"foodwebs";"A collection of food webs"
"igraphdata";"immuno";"Immunoglobulin interaction network"
"igraphdata";"karate";"Zachary's karate club network"
"igraphdata";"kite";"Krackhardt's kite"
"igraphdata";"macaque";"Visuotactile brain areas and connections"
"igraphdata";"rfid";"Hospital encounter network data"
"igraphdata";"yeast";"Yeast protein interaction network"
"IHSEP";"asep";"An IHSEP data set"
"iki.dataclim";"potsdam";"Example data from the Potsdam weather station"
"ilc";"dd.cmi.pens";"Male mortality data of UK pensioners provided by Continuous Mortality Investigation UK"
"ilc";"tab";"Sample survival data with additional effects (other than age and time)."
"ILS";"Glucose";"Glucose in Serum"
"ILS";"IDT";"Dataset composed of the initial decomposition temperature (IDT) of different samples of Calcium Oxalate, obtained by 7 different laboratories"
"ILS";"TG";"Thermogravimetry curves"
"IM";"img (bacteria)";"Image Sample Dataset"
"IM";"img (characters)";"Image Sample Dataset"
"IM";"img (circles)";"Image Sample Dataset"
"IM";"img (earth)";"Image Sample Dataset"
"IM";"img (earth_200)";"Image Sample Dataset"
"IM";"img (lena)";"Image Sample Dataset"
"IM";"img (livingroom)";"Image Sample Dataset"
"IM";"img (mandril)";"Image Sample Dataset"
"IM";"img (pirate)";"Image Sample Dataset"
"IM";"labels (bacteria)";"Image Sample Dataset"
"IM";"labels (characters)";"Image Sample Dataset"
"imageData";"RiceRaw.dat";"Data for an experiment to investigate a rice germplasm panel"
"imageData";"cart.dat (exampleData)";"A small data set to use in function examples"
"imageData";"longi.dat (exampleData)";"A small data set to use in function examples"
"imageData";"longi.prime.dat (exampleData)";"A small data set to use in function examples"
"imageData";"raw.dat (exampleData)";"A small data set to use in function examples"
"imager";"boats";"Photograph of sailing boats from Kodak set"
"imagine";"wbImage";"Data matrix to be used as example image."
"imfr";"all_iso2c";"Data frame of 253 ISO two letter country codes Used interally when users request to download data for 'all' countries."
"immer";"data.immer01a";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer01b";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer02";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer03";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer04a";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer04b";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer05";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer06";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer07";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer08";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer09";"Some Example Datasets for the 'immer' Package"
"immer";"data.immer10";"Some Example Datasets for the 'immer' Package"
"ImpactIV";"impact";"The data for IMPACT program."
"impute";"khanmiss";"Khan microarray data with random missing values"
"imputeLCMD";"intensity_PXD000022";"Dataset PXD000022 from ProteomeXchange."
"imputeLCMD";"intensity_PXD000052";"Dataset PXD000052 from ProteomeXchange."
"imputeLCMD";"intensity_PXD000438";"Dataset PXD000438 from ProteomeXchange."
"imputeLCMD";"intensity_PXD000501";"Dataset PXD000501 from ProteomeXchange."
"imputeMDR";"incomplete";"A simulated example data containing missing values"
"imputeMulti";"tract2221";"Observational data on individuals living in census tract 2221"
"imputeTS";"tsAirgap";"Time series of monthly airline passengers (with NAs)"
"imputeTS";"tsAirgapComplete";"Time series of monthly airline passengers (complete)"
"imputeTS";"tsHeating";"Time series of a heating systems supply temperature (with NAs)"
"imputeTS";"tsHeatingComplete";"Time series of a heating systems supply temperature (complete)"
"imputeTS";"tsNH4";"Time series of NH4 concentration in a wastewater system (with NAs)"
"imputeTS";"tsNH4Complete";"Time series of NH4 concentration in a wastewater system (complete)"
"inbreedR";"bodyweight";"Oldfield mouse bodyweight data"
"inbreedR";"mouse_msats";"Oldfield mouse microsatellite data"
"inbreedR";"mouse_snps";"Oldfield mouse SNP data"
"inctools";"excalibdata";"The dataset 'excalibdata.Rdata' contains example data from an evaluation of an assay measuring recency of infection. At an assay result of <10, the specimen is considered to be recently infected. It further contains viral load data, which is commonly used to reduce false recency. For example, when recency is defined as assay result <10 and viral load > 1000, the FRR is substantially lower (but the MDRI is also reduced)."
"indelmiss";"gardnerelladata";"Gardnerella vaginalis phyletic data (gene family memberships) and phylogenetic tree"
"indelmiss";"mycobacteriumdata1";"Mycobacterium data phyletic data (gene family memberships) and tree"
"indelmiss";"mycobacteriumdata2";"Alternate Mycobacterium tree."
"IndependenceTests";"dna";"dna sequence"
"IndependenceTests";"highschool";"Highschool data on alcohol, cigarette and marijuana use for highschool seniors"
"indicspecies";"birdsbreed (birds)";"Birds resource use data"
"indicspecies";"birdswinter (birds)";"Birds resource use data"
"indicspecies";"dfood (pigeons)";"Pigeon seed consumption data"
"indicspecies";"diet.barcelona (pigeons)";"Pigeon seed consumption data"
"indicspecies";"diet.moia (pigeons)";"Pigeon seed consumption data"
"indicspecies";"resourceD (birds)";"Birds resource use data"
"indicspecies";"wetland";"Wetland vegetation data set"
"IndTestPP";"BarTxTn";"Barcelona temperature data"
"ineq";"Ilocos";"Income Metadata from Ilocos, Philippines"
"iNEXT";"ant";"Ant species incidence frequencies data"
"iNEXT";"bird";"Bird abundance-based data"
"iNEXT";"ciliates";"Three soil samples"
"iNEXT";"spider";"Spider species abundances/frequencies"
"InfDim";"fish";"Stickleback growth data"
"InferenceSMR";"req.objects";"Required objects to run some examples"
"InferenceSMR";"screening";"A population of size 10,000 for a screening program"
"inferference";"vaccinesim";"Vaccine Study Sample Data"
"inferference";"voters";"Voting Contagion Experiment Data"
"InfiniumPurify";"abbr";"abbr"
"InfiniumPurify";"beta.emp";"beta.emp"
"InfiniumPurify";"iDMC";"iDMC"
"influence.ME";"school23";"Math test performance in 23 schools"
"influence.SEM";"PDII";"Industrialization and Democracy indicators."
"influence.SEM";"Q";"Simulated data set."
"Information";"train";"Training dataset"
"Information";"valid";"Validation dataset"
"InformationValue";"ActualsAndScores";"ActualsAndScores"
"InformationValue";"SimData";"SimData"
"InformativeCensoring";"ScoreInd";"Simulated time to event data with 5 time independent covariates"
"InformativeCensoring";"ScoreTimeDep";"Simulated time dependent variables for time to event data"
"informR";"atus80int";"Interval Events Subset of the American Time Use Survey"
"informR";"atus80ord";"Ordinal Events Subset of the American Time Use Survey"
"Infusion";"densb";"Saved computations of inferred log-likelihoods"
"Infusion";"densv";"Saved computations of inferred log-likelihoods"
"Infusion";"myrnorm";"Internal Infusion Functions"
"Infusion";"saved_seed (densv)";"Saved computations of inferred log-likelihoods"
"inpdfr";"exclusionList_FR";"Stop words in French."
"inpdfr";"exclusionList_SP";"Stop words in Spanish."
"inpdfr";"exclusionList_UK";"Stop words in English."
"inpdfr";"loremIpsum";"Lorem Ipsum text."
"InSilicoVA";"RandomPhysician";"100 records of Sample Input together with two simulated physician codes"
"InSilicoVA";"RandomVA1";"1000 records of Sample Input"
"InSilicoVA";"RandomVA2";"100 records of Sample Input"
"InSilicoVA";"SampleCategory";"Correspondence between InterVA causes and the physician coded cause categories"
"InSilicoVA";"SamplePhysician";"100 records of Sample debiased physician codes"
"InSilicoVA";"causetext";"Translation list of COD codes"
"InSilicoVA";"condprob";"Conditional probability table used by InterVA-4"
"InSilicoVA";"condprobnum";"Conditional probability values used by InterVA-4"
"InSilicoVA";"probbase";"Conditional probability of InterVA4"
"InSilicoVA";"probbase3";"Conditional probability of InterVA4.03"
"insol";"meteoandes";"Mountain meteorological data"
"INSPIRE";"exmp_dataset1 (two_example_datasets)";"Example Gene Expression Dataset-1"
"INSPIRE";"exmp_dataset2 (two_example_datasets)";"Example Gene Expression Dataset-2"
"insuranceData";"AutoBi";"Automobile Bodily Injury Claims"
"insuranceData";"AutoClaims";"Automobile Insurance Claims"
"insuranceData";"AutoCollision";"Automobile UK Collision Claims"
"insuranceData";"ClaimsLong";"Claims Longitudinal"
"insuranceData";"IndustryAuto";"Auto Industry"
"insuranceData";"SingaporeAuto";"Singapore Automobile Claims"
"insuranceData";"Thirdparty";"Third party insurance"
"insuranceData";"WorkersComp";"Workers Compensation"
"insuranceData";"dataCar";"data Car"
"insuranceData";"dataOhlsson";"Motorcycle Insurance"
"intamap";"intamapExampleObject";"Simulated Intamap Object"
"intamap";"observations (intamap)";"Example data for the intamap package"
"intamap";"timeModels";"models for estimating prediction time in intamap package"
"intamap";"timeModels (timeModels2)";"models for estimating prediction time in intamap package"
"IntClust";"Colors1";"First example for colors"
"IntClust";"Colors2";"Second example for colors"
"IntClust";"GS";"List of GO Annotations"
"IntClust";"GeneInfo";"The gene info data frame"
"IntClust";"fingerprintMat";"The fingerprint matrix for the MCF7 data"
"IntClust";"geneMat";"The gene expression matrix"
"IntClust";"targetMat";"The target prediction matrix"
"IntegratedJM";"sample_data (sampleData)";"Sample Data Example"
"IntegratedMRF";"Dream_Dataset";"NCI-Dream Drug Sensitivity Prediction Challenge Dataset"
"interactionTest";"legfig";"Replication data for Clark and Golder (2006)"
"interAdapt";"default_parameter_table";"Table of default parameters"
"Interatrix";"dataInteratrix";"A generated data set for test"
"intergraph";"exIgraph";"Sample network structure"
"intergraph";"exIgraph2";"Sample network structure"
"intergraph";"exNetwork";"Sample network structure"
"intergraph";"exNetwork2";"Sample network structure"
"Interpol";"AAindex";"AAindex database"
"Interpol";"V3";"HIV-1 V3 loop dataset for tropism prediction"
"Interpol.T";"Th_int_list (Trentino_hourly_T)";"Dataset of hourly temperature for Trentino, Italy"
"Interpol.T";"Tm_list (Trentino_hourly_T)";"Dataset of hourly temperature for Trentino, Italy"
"Interpol.T";"Tn (Trentino_hourly_T)";"Dataset of hourly temperature for Trentino, Italy"
"Interpol.T";"Tx (Trentino_hourly_T)";"Dataset of hourly temperature for Trentino, Italy"
"Interpol.T";"calibration_l (Trentino_hourly_T)";"Dataset of hourly temperature for Trentino, Italy"
"Interpol.T";"calibration_shape (Trentino_hourly_T)";"Dataset of hourly temperature for Trentino, Italy"
"Interpol.T";"h_d_t (Trentino_hourly_T)";"Dataset of hourly temperature for Trentino, Italy"
"Interpol.T";"mo_bias (Trentino_hourly_T)";"Dataset of hourly temperature for Trentino, Italy"
"InterpretMSSpectrum";"neutral_losses";"neutral_losses"
"InterpretMSSpectrum";"test_spectrum";"test_spectrum"
"InterSIM";"CpG.gene.map.for.DEG";"InterSIM"
"InterSIM";"cov.M";"InterSIM"
"InterSIM";"cov.expr";"InterSIM"
"InterSIM";"cov.protein";"InterSIM"
"InterSIM";"mean.M";"InterSIM"
"InterSIM";"mean.expr";"InterSIM"
"InterSIM";"mean.expr.with.mapped.protein";"InterSIM"
"InterSIM";"mean.protein";"InterSIM"
"InterSIM";"methyl.gene.level.mean";"InterSIM"
"InterSIM";"protein.gene.map.for.DEP";"InterSIM"
"InterSIM";"rho.expr.protein";"InterSIM"
"InterSIM";"rho.methyl.expr";"InterSIM"
"InterVA4";"SampleInput";"10 records of Sample Input"
"InterVA4";"causetext";"Translation list of COD codes"
"InterVA4";"probbase";"Conditional probability of InterVA4.02"
"InterVA4";"probbase3";"Conditional probability of InterVA4.03"
"interval";"bcos";"Breast Cosmesis Data"
"intervals";"sgd";"Yeast gene model sample data"
"interventionalDBN";"interventionalData";"Simulated micro-array timecourse data speadsheet."
"interventionalDBN";"trueMatrix";"The true edge matrix used to generate 'interventionalData'."
"introgress";"AdmixDataSim1";"Admixed Population Genotype Data from Simulation 1"
"introgress";"AdmixDataSim2";"Admixed Population Genotype Data from Simulation 2"
"introgress";"AdmixDom";"Admixed Population Dominant Genotype Data from Simulation 1"
"introgress";"LociD";"Dominant Marker Information for Simulation 1"
"introgress";"LociDataSim1";"Marker Information for Simulation 1"
"introgress";"LociDataSim2";"Marker Information for Simulation 2"
"introgress";"p1D";"Parental Population 1 Dominant Genotype Data from Simulation 1"
"introgress";"p1DataSim2";"Parental Population 1 Dominant Genotype Data from Simulation 2"
"introgress";"p2D";"Parental Population 2 Dominant Genotype Data from Simulation 1"
"introgress";"p2DataSim2";"Parental Population 2 Genotype Data from Simulation 2"
"intsvy";"icils_conf (confs)";"Config files for intsvy studies"
"intsvy";"piaac_conf (confs)";"Config files for intsvy studies"
"intsvy";"pirls_conf (confs)";"Config files for intsvy studies"
"intsvy";"pisa_conf (confs)";"Config files for intsvy studies"
"intsvy";"timss4_conf (confs)";"Config files for intsvy studies"
"intsvy";"timss8_conf (confs)";"Config files for intsvy studies"
"investr";"arsenic";"Concentrations of arsenic in water samples"
"investr";"beetle";"Dobson's Beetle Data"
"investr";"crystal";"Crystal weight data"
"investr";"nasturtium";"Bioassay on Nasturtium"
"invGauss";"d.oropha.rec";"Carcinoma of the oropharynx"
"ioncopy";"coverage";"Coverage data of 154 amplicons in 184 breast carcinomas"
"ionflows";"chp2";"An example BED file."
"iopsych";"asvab";"Wee, Newman, & Joseph, (2014) ASVAB data"
"iopsych";"dls2007";"Decorte, Lievens, & Sackett (2007) example data"
"iopsych";"rcea1994";"Ree, Carretta, Earles, Albert (1994)"
"ipdmeta";"S2 (regress_age)";"Aggregated data set of REGRESS trial outcomes for IPD meta-analysis of treatment covariate effect"
"ipdmeta";"S2 (regress_chol)";"Aggregated data set of REGRESS trial outcomes for IPD meta-analysis of treatment covariate effect"
"ipdmeta";"S2.subgroup (regress_age)";"Aggregated data set of REGRESS trial outcomes for IPD meta-analysis of treatment covariate effect"
"ipdmeta";"S2.subgroup (regress_chol)";"Aggregated data set of REGRESS trial outcomes for IPD meta-analysis of treatment covariate effect"
"ipdmeta";"Y (regress_age)";"Aggregated data set of REGRESS trial outcomes for IPD meta-analysis of treatment covariate effect"
"ipdmeta";"Y (regress_chol)";"Aggregated data set of REGRESS trial outcomes for IPD meta-analysis of treatment covariate effect"
"ipdmeta";"n (regress_age)";"Aggregated data set of REGRESS trial outcomes for IPD meta-analysis of treatment covariate effect"
"ipdmeta";"n (regress_chol)";"Aggregated data set of REGRESS trial outcomes for IPD meta-analysis of treatment covariate effect"
"ipdmeta";"poynard";"Meta-analysis data set for Poynard et al. review of beta-adrenergic-antagonist drugs"
"IPMpack";"dataIPMpackCryptantha";"Cryptantha Perennial Dataset with Covariates"
"IPMpack";"dataIPMpackHypericum";"Hypericum Perennial Dataset"
"IPMpack";"dataIPMpackHypericumCov";"Hypericum Perennial Dataset with covariates"
"IPMpack";"dataIPMpackSilwood";"Silwood Monocarp Dataset"
"IPMpack";"dataIPMpackSuccisa";"Succisa pratensis Dataset"
"IPMpack";"dataIPMpackSuccisa2";"Succisa pratensis Dataset"
"ipred";"DLBCL";"Diffuse Large B-Cell Lymphoma"
"ipred";"GlaucomaMVF";"Glaucoma Database"
"ipred";"Smoking";"Smoking Styles"
"ipred";"dystrophy";"Detection of muscular dystrophy carriers."
"iprior";"datfbm";"Simulated data to illustrate one-dimensional smoothing"
"iprior";"hsb";"High school and beyond dataset"
"iprior";"hsbsmall";"High school and beyond dataset"
"iprior";"pollution";"Air pollution and mortality"
"iprior";"simdat";"Random slopes model simulated data"
"ips";"ips.16S";"Bark Beetle 16S Sequences"
"ips";"ips.28S";"Bark Beetle 28S Sequences"
"ips";"ips.cox1";"Bark Beetle COX1 Sequences"
"ips";"ips.tree";"Ips Phylogeny"
"IPtoCountry";"IPs (ips)";"IP addresses"
"IPtoCountry";"ip2location.lite.db1";"IP database - small"
"iptools";"iana_assignments";"IANA IPv4 Address Space Registry"
"iptools";"iana_ports";"IANA Service Name and Transport Protocol Port Number Registry"
"iptools";"iana_special_assignments";"IANA IPv4 Special-Purpose Address Registry"
"ipw";"basdat";"HIV: TB and Survival (Baseline Data)"
"ipw";"haartdat";"HAART and Survival in HIV Patients"
"ipw";"healthdat";"IQ, Income and Health"
"ipw";"timedat";"HIV: TB and Survival (Longitudinal Measurements)"
"IQCC";"binomdata";"Binomial Data."
"IQCC";"moonroof";"Moonroof"
"IQCC";"pistonrings";"Piston Rings Data Set."
"IQCC";"softdrink";"Soft Drink Data Set."
"iqLearn";"bmiData";"Adolescent BMI data set (generated toy example)"
"iqspr";"engram_5k";"ENgram object trained with 5000 SMILES strings"
"iqspr";"qspr.data";"sample dataset for QSPR modeling"
"iqspr";"qsprpred_EG_5k";"QSPRpred object trained with 5000 SMILES strings and properties (Internal energy and HOMO-LUMO gap) dataset"
"iqspr";"trainedSMI";"sample dataset for learning with Extended N-gram model"
"iRegression";"Cardiological.CR";"Cardiological Interval Data Set (Centre and Range)"
"iRegression";"Cardiological.MinMax";"Cardiological Interval Data Set"
"iRegression";"soccer.bivar";"Soccer Interval Data Set"
"IrishDirectorates";"IrishDirectorates";"Board Composition For Companies Quoted On The Irish Stock Exchange From 2003 To 2013"
"irr";"anxiety";"Anxiety ratings by different raters"
"irr";"diagnoses";"Psychiatric diagnoses provided by different raters"
